drone_id,timestamp,x,y,z,velocity,battery_level,signal_strength,collision_warning,formation_pattern,mission_status
14,178,26.023908231081947,22.58086717780322,24.426861293950957,2.749927826773242,89.42794084687984,84.31881786832264,0,grid,exploration
15,178,17.766177031717547,18.322295927372032,19.72416501434177,14.235858519616885,87.48779298375712,86.23333848335864,0,random,delivery
16,178,9.45566624902959,18.46510369045298,20.821521398507926,7.664232198294452,90.99323543372742,56.47665894962349,0,random,delivery
17,178,11.231403276034197,17.229738094259925,11.992205908508325,3.7972362462360554,89.98204269443828,97.88626382225522,0,random,exploration
18,178,15.003390112621586,10.261595809219,15.968283397052438,8.511060630098983,88.42571565167692,70.06472743143999,0,random,exploration
19,178,22.454100625186598,17.335728414454476,12.798595587306918,8.698511863912458,87.57246972903354,70.53982676439747,0,grid,surveillance
0,179,23.07328684934104,20.33249508366015,18.85882816551246,4.693427971125559,90.23321744143186,67.27793764387224,0,line,return
1,179,22.593053848469918,18.220703025352638,15.482671180411625,11.839631853699197,89.82304020032996,76.19481161963719,0,circle,exploration
2,179,21.937149251477994,7.516919939007073,21.841824003886778,12.969040506355396,90.15613306026015,94.99744371190303,0,line,exploration
3,179,16.099843379458164,12.030909803451028,25.766953149982022,7.961108901928061,87.78714609031267,52.64186188964924,0,random,delivery
4,179,21.690136893802354,11.658060939364738,17.56242996235855,12.828204393540018,88.51987677774811,97.82793195403903,0,grid,exploration
5,179,18.665172985338113,20.88200071263512,17.51142226494099,6.880353255772789,88.3995893293971,90.23875048886605,0,circle,surveillance
6,179,24.685921234871355,15.973552981943946,23.082161778725833,9.79668806018336,87.04585371083331,94.75305519244927,0,circle,exploration
7,179,19.14385580023596,19.582878977465302,10.161947015601779,10.643401574622205,89.53392553349761,54.666405656041164,0,circle,delivery
8,179,10.489861590944944,10.857754296989775,9.25512199897606,9.992949112608144,89.25838368934004,51.017196830712294,0,grid,exploration
9,179,11.405925708677708,17.751992594452858,15.508124391250728,3.089318387974396,88.78629092580132,63.88749933051432,0,line,delivery
10,179,28.222471949218374,21.219017893531824,16.851009198227345,2.4982267467837453,89.63601358534723,70.13974703572747,0,grid,surveillance
11,179,21.39061802703178,20.07786991437714,14.11669854282472,3.0498193591226475,86.56436082209798,65.83029628276724,0,line,exploration
12,179,26.453293362954923,14.573320982832792,24.644352352743685,13.200330426159962,90.44484793853371,76.10808481093852,0,random,delivery
13,179,23.7746662131402,16.202855556664733,17.71834530185096,0.9067839847182696,90.45529336573081,67.16138764176819,0,circle,exploration
14,179,20.530744125616728,14.871658091207436,16.462579150475637,7.669976479734581,86.28251879219529,76.77538776743103,0,grid,surveillance
15,179,22.73889430832481,17.85616358180224,23.577055427288776,0.34071166874502234,86.18888529280325,98.25239498716789,0,grid,return
16,179,19.998838151151368,13.716656107884763,14.880531744271474,11.690061558039082,89.16320957717352,50.35637514143106,0,line,return
17,179,14.228397483630122,12.909198496300702,20.894466717858545,12.633802926547135,89.71453493945917,69.65141291415068,0,circle,return
18,179,17.640184109950628,13.168443771375655,21.77921973534962,1.1011814036158856,86.90152467533572,58.38402382649546,0,line,return
19,179,16.228240868430245,18.1520378960604,13.127470757411,14.82322429373672,90.8783632403787,73.05641746597307,0,line,surveillance
0,180,21.592398693403226,16.47090268336851,14.679951111387602,6.302248692728666,89.47634122963129,54.67794309176989,0,random,delivery
1,180,10.971359277909775,16.776597092656807,19.077536748238227,11.13959749718896,89.55565135285356,94.17324675560464,0,line,delivery
2,180,27.170002091402036,26.949421577754272,20.432666513896823,12.658118436175975,86.85090219580879,98.7075967714739,0,random,delivery
3,180,17.314705922931488,14.986353256098123,24.712037073229624,2.8551772770527744,88.58376328389873,96.28594700835816,0,line,delivery
4,180,12.702012474946876,16.806851425640886,12.887720496253243,5.858189745598997,86.92934817769597,50.52085983697499,0,circle,delivery
5,180,12.568554131982243,9.50008937663259,13.273803473588497,13.084243333530262,86.4133303992688,97.39931095830977,0,random,exploration
6,180,14.536601603602001,20.373456122425022,16.378490573398985,10.625672336562978,87.33216238674531,89.46692542974986,0,circle,exploration
7,180,18.377490044997018,14.744598637688368,19.407873580662994,2.8054834500873422,87.68269950935127,73.83352480798044,0,line,exploration
8,180,12.841508401158343,20.521720873146606,20.878949886258916,9.423333484364797,90.75003191247542,99.43810688683135,0,circle,return
9,180,18.274879357811425,8.754799072579477,19.462496368588926,2.6596572814156367,90.11148817861643,92.91998406040803,0,line,delivery
10,180,3.898667482853826,15.010253274910944,9.288153868743754,7.890081054128912,87.97729386694148,73.3216101786478,0,circle,return
11,180,12.020917815479647,9.441302688320697,21.350465446778966,11.300250356888014,90.48939450335882,59.43494983976663,0,circle,exploration
12,180,19.582233792911076,18.423100241967745,11.184519232098406,4.810365685389563,86.8827096177288,67.58304565599869,0,line,surveillance
13,180,18.49906834410821,25.539156719018795,18.03148746227479,4.753545066423216,88.41920176641797,84.32791319860702,0,grid,exploration
14,180,24.523013516736626,24.383470996698243,25.246545614343376,7.230823530074634,86.59338867293134,86.79517154359726,0,circle,return
15,180,17.835808246720266,21.612040033691347,19.53552288212526,2.680630990552631,88.4266823062901,55.939221066218835,0,line,surveillance
16,180,19.13507868477953,15.047865229701241,21.50414549912501,13.895556730582946,90.54315344575282,70.70118042446026,0,random,surveillance
17,180,14.010565892520548,18.23423036197523,21.736380419361037,1.4983962380633353,88.75061341622242,66.3130597733533,0,line,exploration
18,180,5.1443157344729435,6.303163400934164,24.63564277750185,12.368919623264254,89.41432337575978,50.21731519038062,0,line,surveillance
19,180,17.616204936186353,19.611275780856968,14.862961808383211,0.300349030033209,90.86120465389651,76.29116197989212,0,random,return
0,181,19.57072941944553,21.966306107100724,17.175466914915063,5.575844968590658,88.5456008208565,58.44514370032261,0,random,surveillance
1,181,15.797222134226928,27.861161098976638,22.527466336960337,2.0669470166061368,89.83338380579914,95.03577021009548,0,random,return
2,181,21.617272722096583,18.66801012988942,12.748487921426777,14.130379153636476,88.6436731985395,70.86209993313832,0,grid,delivery
3,181,15.462754835372731,16.544382780100484,23.642208100412685,0.45919919845618273,88.7167428474693,59.04290082900266,0,circle,delivery
4,181,17.51016207915658,15.394154516072492,20.577930712548536,1.182171738218426,88.21597212895684,88.65507476009688,0,circle,surveillance
5,181,13.673362194978308,13.785923770636927,21.609781668799055,6.708589629498732,86.06689449324321,90.99533992019377,0,random,surveillance
6,181,25.113821552903502,21.53728198939014,21.357240254355535,4.2309251748179,90.38964474719964,78.37929074218383,0,grid,exploration
7,181,10.124838915218925,26.22611372643991,29.384072012626028,1.8495168306979415,88.74909612824821,90.60019696993959,0,circle,delivery
8,181,23.763112288858746,18.003696219633177,14.45329070518469,12.97756478707532,86.78967012258956,87.68229902995877,0,random,surveillance
9,181,19.519286449144303,26.691627950732855,17.32813979897329,13.201652474588045,86.49729207434702,72.72892870937272,0,line,delivery
10,181,18.664958837889976,13.439343924432343,13.272539045009824,7.082700672089894,90.47818666092039,80.10497427766552,0,line,exploration
11,181,20.212423109671363,23.301804530857705,20.788533252562086,10.04546080937599,86.00291854456437,91.06798836088865,0,line,surveillance
12,181,22.310789181899466,26.60144321148996,10.780907079244793,6.430926308558317,88.15951712554676,91.96417009609215,0,line,delivery
13,181,24.130572945972666,24.031391356159467,7.942113378444409,10.590789029330711,86.18531650374138,95.64661186487157,0,circle,return
14,181,18.76742247707256,15.51801257669615,13.046999796744721,12.807778621998217,88.68593624794252,99.91907575485064,1,random,return
15,181,23.64789120750475,21.447892152525423,15.674278672859291,14.266429413565863,88.87736828669745,98.49694821562757,0,line,surveillance
16,181,14.965081131141813,22.73795760587107,22.30928314698241,5.857310429521425,90.2704098652751,53.34821176449544,0,circle,return
17,181,11.802686175428217,22.556415177324585,17.107985068077305,6.162851286638993,87.39852264267309,95.45576376036465,0,random,surveillance
18,181,13.974535133324919,26.731676552282934,11.663884097479526,6.521131706543299,89.9022713119908,51.9092476339774,0,circle,return
19,181,22.007558628112122,28.18306211730489,15.680083040683646,2.568437905048296,90.66652585514689,75.95243588634446,0,random,delivery
0,182,24.821388815648355,12.10034550004892,16.392047670679684,8.03238965679399,86.13384151817891,64.3671309121878,0,grid,delivery
1,182,15.671718609107641,24.009976337907492,19.31035558333971,14.821763655938875,87.40637251239097,68.99677378332623,0,grid,delivery
2,182,25.6024607633454,21.40373190499327,16.572687341287903,10.75062753388559,86.31888703985112,96.04123972253527,0,random,exploration
3,182,24.432981571443264,11.514369104493786,18.86530982690247,1.8544447890812772,88.4714449660531,57.972207810372964,0,random,surveillance
4,182,15.48166128062336,18.350206822606424,11.717808122075027,0.783999534963436,87.72339804657203,82.60953925656403,0,grid,surveillance
5,182,13.354403278508467,15.11177320561067,21.64107783750225,7.287745963748061,88.60804571900576,67.42602221711604,0,random,return
6,182,10.25867428279236,8.85544296764673,23.844846007010425,3.272503053022519,90.38538413243865,80.89042314105541,0,line,exploration
7,182,17.711445550673535,11.055041312436156,16.330616669783712,5.418249283019755,89.60144459948772,54.63182313617079,0,grid,delivery
8,182,17.80744147619122,19.353842693323035,22.91548518460797,4.186571933093327,87.15630645444966,91.62104277123548,0,grid,return
9,182,21.165117386065404,15.009759153284095,21.120641607295983,10.473897949593097,86.62234797508549,97.960713631713,0,grid,delivery
10,182,11.277821980468318,16.029630891202963,29.111339048477465,6.869449740749157,88.06513778016605,70.82045938635943,0,circle,surveillance
11,182,19.21390181402497,9.79793644184181,18.19425222830061,11.381199322688559,89.21207771109226,90.81035854106953,0,line,exploration
12,182,12.518053246338342,26.048597937104294,18.440089085790383,4.430148317584241,87.29555556018903,81.20083957928499,0,grid,return
13,182,23.63659189329314,20.6535269008006,13.40291610556401,5.873237964237155,88.58428484871216,96.07822878686724,0,circle,return
14,182,14.453293499399791,16.93790139129814,29.37842340712759,6.112549380563981,88.94666907660908,91.01892569471985,0,line,delivery
15,182,12.847585495632972,22.845045142988415,17.152216011535213,2.9839518318754905,89.79286466069914,92.30956882924018,0,random,exploration
16,182,22.5408963652661,14.238153679096754,3.097120390851101,8.762098967490013,86.44888443268907,54.52151897828288,0,grid,return
17,182,21.597915746928233,20.852337452262994,15.949097886341502,10.470370661392533,90.82765731963428,61.58058401810641,0,line,return
18,182,10.381294561643102,19.014808354281733,12.328235188413426,5.841524497176808,89.05542042059963,83.60125110599492,0,random,return
19,182,22.59922961978445,17.25577772498315,17.477795819608097,3.1139246825468856,87.86469866038324,86.6084085437094,0,line,surveillance
0,183,20.758305874280047,13.455189723432259,19.58256869995922,3.2707446028342533,89.27101850617989,51.51029335055476,0,line,return
1,183,20.977562724326575,21.17637466681136,22.129864540772807,2.113299142861332,89.1118669536551,81.92624464521084,0,random,delivery
2,183,18.47800983952517,18.039012472685698,16.74611410606161,12.463846880351364,87.7893018271839,80.23578040769863,0,grid,exploration
3,183,16.669698387739903,20.33548614799006,18.7427943103839,3.344599612013689,89.7771879014977,52.86092438526578,0,circle,surveillance
4,183,16.849423175002958,14.136977940048828,15.67013970298008,14.268962540919151,87.43340580559735,50.3784550397571,0,circle,exploration
5,183,13.285285984549592,17.012897111553627,27.34428265861404,14.91028037721584,87.1820836948867,75.8956471353941,0,random,delivery
6,183,19.25394968343394,10.222056507659614,9.230587647652445,2.6878893428304296,89.73315474171056,64.05237004779808,0,grid,exploration
7,183,28.714049951042576,23.975221888875147,23.86982910815458,8.58495920713682,87.4034459591947,99.09312749368182,0,circle,return
8,183,23.143672867108947,16.379545408946008,17.612456277846118,7.431744640189467,89.57047978585172,86.17232460225352,0,random,delivery
9,183,12.830053970243188,16.01290607741989,12.747143924130995,9.333566376364576,87.82332464768373,53.90145560025717,0,random,return
10,183,22.63576564520299,18.784668128653696,19.817023352986276,7.040407210153672,89.78984469811036,95.5354366537743,0,grid,delivery
11,183,19.95537945495245,24.725464118737335,12.809434388945876,7.167259625305063,90.44258719076815,57.072397287282854,0,random,delivery
12,183,26.2236982152256,18.52733263116597,14.900760326732746,1.4759079659855296,87.89423853517454,87.08164369656197,0,circle,exploration
13,183,20.86409781829113,14.234305091282254,17.855896752870652,3.8654468430356603,89.68515039842232,61.94818602705285,0,random,return
14,183,25.12529160756112,26.719966687595353,17.382088552534203,3.601942355197463,88.26740656587774,75.4304473818333,0,random,delivery
15,183,20.142149042173845,27.79482667345806,16.148823323303745,7.156209459622785,85.96333108557651,66.73424755515589,0,line,delivery
16,183,15.91804301932228,27.86100210304467,20.832122484736733,12.003152743139061,90.3763070034874,91.11828499306473,0,random,exploration
17,183,21.116459478855987,17.74785239632118,10.77643363486803,11.131670398671481,89.75683759583572,55.65037740451357,0,circle,delivery
18,183,26.400558025032186,22.57675603500543,25.538399952355594,14.637066303141673,88.12935385297907,70.8395255871363,0,line,exploration
19,183,19.86811355242135,19.38593653640242,13.148660214090695,11.886899888189962,88.18330297421804,70.45984840964744,0,circle,surveillance
0,184,22.90758999119083,20.04946298690604,21.118404494383466,12.610936236881598,89.36420752283215,81.85582244061492,0,circle,surveillance
1,184,23.894353939219933,15.754011704642759,14.463889351797961,4.299874781888087,87.79026918713618,98.6273440219893,0,line,surveillance
2,184,24.125007392609923,16.669117752028953,17.729742819014945,3.9869171023325882,89.69575091745622,67.50517837872894,0,grid,return
3,184,19.457521311690922,20.407686639546366,25.314032413060445,3.865996170887202,89.66002909893727,50.45003529318749,0,circle,delivery
4,184,17.690616368084946,13.699662723040738,25.1310638305631,10.192903380613657,90.03339910684392,61.30733916144007,0,circle,delivery
5,184,17.89210205638582,23.431197783791895,13.726293973790987,3.6210220516092444,86.62320176469807,73.47584975626039,0,grid,surveillance
6,184,19.14385174624708,27.679894609032075,21.05493414681001,1.0916775381600679,89.60627494831041,88.87736585325959,0,random,exploration
7,184,34.47687098106416,15.801113658732206,17.533875783683868,10.232677890995106,89.40776694656859,52.75068574960734,0,grid,delivery
8,184,16.545689860974953,19.246568619269286,16.380494583068966,1.3299970565463692,87.00121310915966,76.22136172265118,0,grid,exploration
9,184,22.3171559332194,25.399610635104697,14.010434581948685,9.422567189288207,87.5437290704513,89.64463555022162,0,random,delivery
10,184,13.761824245562446,17.05796187962519,21.934511403134604,3.694475506282852,86.48659043650927,79.45016288953141,0,line,return
11,184,22.182703935937024,26.098173338906186,11.983040115208325,1.3462175653257518,88.50216345556225,99.6717975680798,0,line,surveillance
12,184,15.424736468545506,18.615418711010598,15.16075773724722,3.117508451241573,89.88045232062207,75.97892425506095,0,grid,exploration
13,184,19.87349180412814,16.630749032191115,18.56590520605198,11.160858555534773,89.85585631673025,91.24425598403384,0,circle,surveillance
14,184,11.921858302640137,27.790210177246905,19.839052484631846,4.240957049879083,85.85859590812235,97.52736795746615,0,line,delivery
15,184,15.485168903690536,16.845423903168722,15.614380011600685,3.7986493318676864,90.43993670770348,98.61132989857279,0,random,surveillance
16,184,15.353503027468106,24.98127608127576,18.25028276471125,6.86864967277727,87.87353711717536,88.59796548303811,0,line,surveillance
17,184,11.162667913630253,15.416500120804276,23.750544214949365,4.3032284669002605,86.97843980785382,96.70697190415723,0,line,return
18,184,13.867519404617669,18.435158989247746,19.355309086406518,14.517758326829474,87.31183870352372,56.050251684961246,0,grid,surveillance
19,184,17.656726856843285,13.125271782146912,19.44053372952555,2.5783162425484174,86.47929162082598,76.35145818437417,0,circle,return
0,185,20.606111197176187,18.64340347849434,24.5661941833216,2.5875833579284464,90.14130057369833,89.18200556295149,0,grid,return
1,185,12.589689630617722,16.13586789578354,15.38499342053488,13.667635621426674,89.30647975600122,90.94302580985587,0,line,return
2,185,15.426515884961663,21.014423425593858,17.46132126325424,8.64477224624175,89.12100140514754,78.76916827771046,0,grid,delivery
3,185,11.134967706452265,21.790888492545573,31.958973369072456,10.344809461138874,87.50088969016088,94.87431901169776,0,line,delivery
4,185,25.792713828302418,23.94052646300215,28.259932158443004,4.853757198542291,90.0059584840446,83.22768319782033,0,circle,surveillance
5,185,19.60821046486442,2.1758425998990454,12.502229478462848,8.976737155199338,90.6027314553707,99.4841247465044,0,grid,surveillance
6,185,12.458742746012422,24.183029432665833,15.562787782879893,8.893846317115651,87.39147391658,82.25850346772651,0,random,delivery
7,185,11.881022777015705,14.595424264509688,19.83856854913887,8.219020348487668,87.83020798755165,60.81186494670868,0,grid,delivery
8,185,17.43993553832729,12.8092467745848,18.53608573043949,10.877005677499305,86.61566980222224,60.188718742274624,0,circle,surveillance
9,185,22.30038056194207,13.806944612637173,10.290223260226577,12.435606052067305,88.64068872285131,96.2964445201622,0,circle,return
10,185,13.262336094815,26.561560700118513,19.10031947865738,5.4255735831598635,88.99550962083828,84.38546263547178,0,line,exploration
11,185,14.946280100559584,13.083619262054144,16.92029574577092,6.920212892853698,85.99493742837318,90.07623145582792,0,circle,delivery
12,185,14.22015774018073,14.071259690620412,8.98098066259367,1.1980601099444983,87.60409272711458,54.95389322600751,0,circle,surveillance
13,185,26.06398034407363,14.693703794337537,18.444280361971245,9.588306703253037,88.59339870705335,70.55530611428432,0,grid,surveillance
14,185,22.26607517999474,12.924614807950931,26.049869939885053,11.109117083157855,86.48408565396925,68.84074306362069,0,random,exploration
15,185,20.748913089721764,17.334555789910024,10.623886983966715,2.914884780333746,86.18079628930393,70.39015065483127,0,circle,delivery
16,185,25.73343084743651,12.68380085624855,23.96119720950375,13.453841115341637,86.81040820292607,92.424950936376,0,line,return
17,185,15.749275508258009,23.234303865070103,20.093850155740636,10.266551462781232,89.74076165728145,80.47775508228382,0,line,delivery
18,185,12.953687610463582,17.0508005366135,19.416177995175453,10.379716877152765,87.47460259853878,55.30469188519277,0,circle,exploration
19,185,19.748375139938922,19.45101050162395,19.051608235738772,8.29625177096988,88.51178832641223,98.39737010831394,0,circle,surveillance
0,186,25.872284783541687,11.828535368365316,22.66808268225728,7.7184441182429655,89.19944601187383,82.19228380681116,0,line,return
1,186,25.782841758634188,19.722433794701317,21.51875071831505,14.276821597052258,87.78593363393786,73.08664485796268,0,random,return
2,186,15.365801614572865,7.220684049896509,13.977435631255158,1.1715778038662739,89.71008205275221,66.77483601654642,0,line,surveillance
3,186,11.361966538624312,15.923746356943923,17.656657328098504,8.35656517239909,87.64374555929537,93.27582317310835,0,random,surveillance
4,186,18.639702615116192,18.707484528449758,11.286825481340372,12.054884775000282,87.83391441215318,80.63161038946492,0,random,surveillance
5,186,18.244569336073432,26.64141579298542,21.913506356653176,5.564221164452504,88.17528184691082,91.98419852360166,0,circle,surveillance
6,186,25.207213701176713,13.661164566127665,22.82370555561709,13.424038963389881,88.10172522099678,76.50122127635835,0,random,return
7,186,25.360211843325693,14.916838989001459,12.728440817523374,14.151940995606944,86.67578600668426,96.7978122602596,0,circle,surveillance
8,186,20.23784588425633,11.150319250737144,18.1369058740643,7.580989538583803,90.02780447036086,71.02277462838805,0,random,exploration
9,186,23.750589250452318,18.9546251535141,21.88880454272333,10.536678666001738,89.76433575152438,82.71057695083036,0,line,surveillance
10,186,16.674473115777737,14.93681908976194,13.272791302247072,10.005223491029794,86.39035386442092,82.60123957065002,0,grid,surveillance
11,186,21.919465630480676,10.447829368362818,13.063625725177026,4.777972029447483,86.05283888090177,87.12537283388639,0,line,surveillance
12,186,24.266739968016463,10.170253994653748,11.183655047757778,9.906182504829172,89.02935678062381,82.68582491660838,0,circle,delivery
13,186,18.065086140227596,19.147681574826752,29.0281429436779,10.571099860662462,88.39517161883992,55.80691498250614,0,grid,delivery
14,186,19.354267184034164,17.04147892896127,14.838951578415019,12.299371810883704,87.28172857768213,72.61121185638504,0,grid,return
15,186,17.37298803706371,23.619773416954743,18.057613407861936,2.8259298490795492,87.85670385504257,98.08429976111279,0,grid,return
16,186,22.745633858107993,21.363598723249336,23.62415628505468,7.718876390636065,86.54985498896872,97.60096202028475,0,random,surveillance
17,186,19.823045859052385,25.218150842774648,21.174210964367248,12.344487602661342,90.5638534189697,86.66797820451939,0,grid,return
18,186,25.09365969706621,17.417079579980754,25.19030644918696,11.286114642887785,87.6055494150996,50.93455941310001,0,circle,exploration
19,186,20.31497557035653,23.233945775094043,22.485014812586403,6.4637233901829045,85.73123927037305,88.53934579363295,0,grid,return
0,187,24.20537193446551,31.639152488802495,12.855377490890326,7.685392754626298,87.76109119144013,62.22632157294228,0,circle,delivery
1,187,14.681336885383589,5.715968978081506,24.047068823658606,0.8710694357529081,86.23799332770076,65.84971132215149,0,line,return
2,187,22.5335914131014,31.296663956218083,15.826235083962935,7.862821069054501,86.70328774201538,71.59944853252094,0,line,surveillance
3,187,14.527297237836478,14.40012792222836,27.843310640147028,1.8805633893396285,87.27766560006509,60.37893654271866,0,random,delivery
4,187,21.297549440541513,18.247293801258117,24.166114485354363,4.750905655594878,90.09662510441376,81.37736163421464,0,random,exploration
5,187,11.847193828979321,25.548205026914346,26.634760554398376,6.226345539418139,87.57551680617635,62.96590422094861,0,line,return
6,187,16.82608103093384,23.1974998123858,12.591144557634632,3.7885459358089006,87.40785562270011,88.11549636833018,0,random,surveillance
7,187,21.580473640724154,23.497159548546282,24.267635475212238,10.353677440916911,85.97289777788238,86.40951504903961,0,grid,surveillance
8,187,16.816976280292344,18.26299145154411,24.013137486939943,12.655725759458095,87.8831887220224,86.26322119282685,0,circle,delivery
9,187,23.312138753091553,22.257967690122562,17.317009602012853,2.4507271164957416,89.07121344663024,74.93847257775653,0,circle,return
10,187,16.417099727557087,16.843702108029916,17.90227360057698,8.08507567238626,88.50431204522361,83.15450583240035,0,grid,exploration
11,187,9.074240936868643,22.382068975282884,11.79009550643404,9.170669079901977,89.24212639058858,70.58438122570136,0,grid,surveillance
12,187,6.8338513357468,16.322871554379162,17.691609862444444,6.3276595238810875,89.9931716117027,56.559377095900544,0,line,delivery
13,187,12.227895142066526,30.02574268130838,21.67369435296554,6.052851778982365,86.66048889519435,84.33497180019,0,line,return
14,187,18.281851575805387,17.87987278869931,21.153298403626938,4.771044493181129,89.42095689005589,57.618236198744,0,circle,surveillance
15,187,9.526558247738771,18.97581930872343,20.93924366324529,7.990635991485077,90.47368490947427,92.00495078338463,0,random,return
16,187,12.385748799257835,19.436526069842227,19.42762939103487,4.576242780661396,89.30270115725712,55.9002947521253,0,line,surveillance
17,187,18.629009651176688,19.40805457843861,19.14927877621281,13.97806666823249,90.11041873561281,77.91312986764844,0,random,return
18,187,19.50347804328459,25.396980612195783,20.004919250080352,4.1482252490989255,87.4994885855878,50.37060632380657,0,grid,return
19,187,20.309351911915286,17.993563439550304,21.96383830851755,9.81096642633721,86.99009195363197,88.66062693407537,0,random,exploration
0,188,21.289063832066546,28.249893222011288,19.766893756706466,4.351141249585886,88.40992238875178,59.33369910978705,0,grid,exploration
1,188,18.257283342387012,22.872120776213514,19.32134478571533,4.892987698442854,88.98296023896015,78.20702934434341,0,circle,exploration
2,188,17.87494561250723,6.977423150720812,26.2678558127894,8.458589091223255,89.40422449926338,56.19936033131837,0,circle,surveillance
3,188,19.683994425056476,21.451614407184444,31.51448222871818,0.18343768535338367,86.69567971807791,59.9032507120625,0,grid,surveillance
4,188,14.882548291624753,14.33504741459885,18.461012311100397,4.255319394250633,85.63356012136371,78.99843966827194,0,grid,surveillance
5,188,12.670681143480858,13.880239313029486,17.60531962763457,11.437938783755794,88.94420376923262,87.59829166966051,0,line,exploration
6,188,21.522566112142215,19.369967946958468,15.418692446932951,8.107205736993382,86.05256531931136,50.325303394000635,0,line,exploration
7,188,20.000249142459708,20.388048172725362,21.819606034207034,14.873402454597311,90.14892035206715,77.28382579182801,0,circle,exploration
8,188,16.74720405656752,18.178557702585024,25.871103363451635,3.201841310004653,86.55013524220644,60.98822288614154,0,grid,delivery
9,188,13.132145894762724,14.482125324969138,25.3039402631455,11.233436993051802,88.40797832939495,58.58573086533677,0,line,surveillance
10,188,22.591537131374835,17.750232160947853,8.392814191166973,5.234863904845847,89.94281067773674,79.68945767945783,0,line,surveillance
11,188,21.564059895965006,15.57911572216028,14.19979751887118,1.4585695364337252,89.12328898865546,71.40510578772003,0,random,exploration
12,188,15.444991273444309,24.238958557185548,16.619598914523902,3.8470153649898164,87.68442335853285,67.07355662275144,0,line,return
13,188,15.613940875704927,25.26160067552629,13.862217014538755,9.862298728805532,89.62768756133859,95.9004297410317,0,random,exploration
14,188,12.545841467577977,11.62963668332382,24.314553508506556,2.1037791226681817,90.32715211082622,70.10204094568907,0,line,delivery
15,188,18.125999438999084,21.682708581897902,20.915633225577515,11.157633682253953,86.0182430315366,87.4150561361611,0,circle,return
16,188,19.905126155755237,18.79969377186223,22.566869419156408,0.4559069074928285,86.2412105071578,84.88566172860487,0,circle,return
17,188,20.606410531001973,20.54492516647003,17.79245551315757,10.021994080504296,86.00265447858337,72.30753912471297,0,circle,surveillance
18,188,16.517642420247448,16.863729729505238,21.810262616050622,8.010139810159526,87.43782474237521,96.11955519452664,0,circle,delivery
19,188,17.14113303127628,19.81191750993962,16.904316524427095,9.908494301404415,89.64164247074591,69.4421999423268,0,random,exploration
0,189,27.236058004258773,29.87506014563874,20.62331152321991,13.149116031927884,88.84895439313416,77.15021271140637,0,line,delivery
1,189,18.946953040092996,24.005802772681957,22.20849868524431,0.3745653725952358,85.83159904681277,53.50310229946233,0,circle,delivery
2,189,15.217258887296019,18.795929553360292,21.011698010656765,1.317924268484536,88.43161034491351,66.45466330957024,0,circle,exploration
3,189,11.631830506408523,14.606663532756674,27.301749769341207,8.816260207084929,89.52234114039727,80.48518423808127,0,random,return
4,189,20.176785156584188,20.046334205477063,19.6587457048775,8.910172454583405,90.48770794065778,67.11732069779757,0,circle,delivery
5,189,15.690778690632786,19.874631956345638,21.303842649158515,0.42585777334914643,90.16143400975804,86.10894776837114,0,random,exploration
6,189,24.937230219814687,21.119306153652065,14.81253029392604,3.872924499840659,85.71081097448943,94.37024010763581,0,grid,surveillance
7,189,22.973700129093018,16.832088381716233,16.59264624114723,2.7179408076801796,90.11139612493243,92.73390580806776,0,grid,surveillance
8,189,20.750848174101684,21.03221358130471,20.276652805659054,10.82750402288656,86.97086331507018,86.15713539269689,0,grid,return
9,189,15.088749833383483,17.207885209333607,23.853023149319377,4.941953339399046,88.81500160155687,70.78482119838208,0,random,return
10,189,20.61555331715683,22.958416973776096,17.432020227933663,7.558245382436782,85.58373464407603,71.77217458972996,0,line,surveillance
11,189,15.558161876343775,10.053649588506115,20.047966846412894,14.026634795082607,87.42274690720525,74.18448656246052,0,random,return
12,189,19.292319467242073,21.59066274676717,23.03417358936454,5.622159471247508,85.58584102558801,84.02506846534487,0,circle,surveillance
13,189,20.994133428522545,13.896566711156067,19.17931567446762,11.937979571539778,87.72812209873534,89.79227789369443,0,circle,surveillance
14,189,22.20108902567914,16.433448085220455,16.661043954630127,1.6517511561520803,86.26201734643107,55.412724822565934,0,grid,return
15,189,16.44725577297414,23.869920452723996,19.84988220637413,6.273422328833521,87.81857025404108,58.32446999786265,0,random,surveillance
16,189,27.175761301949535,10.647554082274956,22.72815169085808,14.718575265099515,89.94922573842709,50.893002800766205,0,grid,return
17,189,16.510358656113937,13.008456948923945,10.719957104243694,13.748990833514167,87.25580892116919,52.03047451514453,0,grid,delivery
18,189,18.048564371290997,8.896560601232377,16.445879085113205,5.64805828907483,88.90331034995171,50.44826680164528,0,line,surveillance
19,189,23.37720445474162,15.457908618552667,16.928393704581293,7.358147342350839,85.8891694252875,55.03503588127431,0,grid,exploration
0,190,22.244702081039854,25.22394693049798,17.6922642307328,13.614495443346087,88.45221274563696,75.70425373935385,0,circle,exploration
1,190,28.440301206229126,16.09821812339313,14.071977082360984,1.3844170220820788,88.33693251391351,80.4696046543164,0,grid,exploration
2,190,17.461710293995427,22.72421167602242,20.590819717365115,10.37917853846323,89.97302565971724,70.40559760308662,0,grid,surveillance
3,190,17.874838655192054,24.61903380402549,28.92207559118694,11.970920479573353,88.8978652160151,85.42311739496816,0,line,delivery
